2025-11-13_14-26-36 | → Fly to اللوح 5-cruise: N=197.8, E=-52.0, D=-35.0, yaw=247.0
2025-11-13_14-26-38 | Reached اللوح 5-cruise
2025-11-13_14-26-38 | → Fly to اللوح 5-cap: N=197.8, E=-52.0, D=-15.0, yaw=247.0
2025-11-13_14-26-38 | Reached اللوح 5-cap
2025-11-13_14-26-38 | Holding 15s…
2025-11-13_14-26-53 | Camera error اللوح 5
2025-11-13_14-26-53 | → Fly to اللوح 5-back: N=197.8, E=-52.0, D=-35.0, yaw=247.0
2025-11-13_14-26-53 | Reached اللوح 5-back
2025-11-13_14-26-53 | → Fly to HOME: N=0.0, E=0.0, D=-35.0, yaw=165.3
2025-11-13_14-27-12 | Reached HOME
2025-11-13_14-27-12 | 
— MISSION SUMMARY :: DRONE_1
  • Total places visited : 17
  • Photos captured      : 0
  • Types breakdown      : lamp=8, charger=4, panel=5
    - [FLAG=False] لمبة 1 (lamp) @ N=155.0m, E=207.0m 
    - [FLAG=False] لمبة 2 (lamp) @ N=105.9m, E=19.7m 
    - [FLAG=False] لمبة 3 (lamp) @ N=104.5m, E=5.3m 
    - [FLAG=False] لمبة 4 (lamp) @ N=122.4m, E=18.8m 
    - [FLAG=False] لمبة 5 (lamp) @ N=-141.1m, E=525.0m 
    - [FLAG=False] لمبة 6 (lamp) @ N=-132.5m, E=411.4m 
    - [FLAG=False] لمبة 7 (lamp) @ N=-129.3m, E=349.8m 
    - [FLAG=False] لمبة 8 (lamp) @ N=-138.7m, E=288.6m 
    - [FLAG=False] محطة شحن 1 (charger) @ N=155.0m, E=207.0m 
    - [FLAG=False] محطة شحن 2 (charger) @ N=99.5m, E=-132.2m 
    - [FLAG=False] محطة شحن 3 (charger) @ N=111.6m, E=-108.3m 
    - [FLAG=False] محطة شحن 4 (charger) @ N=89.9m, E=-96.8m 
    - [FLAG=False] اللوح 1 (panel) @ N=203.8m, E=-50.9m 
    - [FLAG=False] اللوح 2 (panel) @ N=201.2m, E=-47.2m 
    - [FLAG=False] اللوح 3 (panel) @ N=205.6m, E=-43.2m 
    - [FLAG=False] اللوح 4 (panel) @ N=203.1m, E=-39.3m 
    - [FLAG=False] اللوح 5 (panel) @ N=197.8m, E=-52.0m 
2025-11-13_16-22-31 | Connecting to udp://:14540 …
2025-11-13_16-22-33 | Connected.
2025-11-13_16-22-33 | Waiting for local_position_ok…
2025-11-13_16-22-35 | Local position OK.
2025-11-13_16-22-35 | Arming…
2025-11-13_16-22-35 | Offboard started, climbing…
2025-11-13_16-22-40 | Target لمبة 1: rel N=155.0, E=207.0
2025-11-13_16-22-40 | → Fly to لمبة 1-cruise: N=155.0, E=207.0, D=-35.0, yaw=53.2
2025-11-13_16-23-43 | Reached لمبة 1-cruise
2025-11-13_16-23-43 | → Fly to لمبة 1-cap: N=155.0, E=207.0, D=-15.0, yaw=53.2
2025-11-13_16-23-43 | Reached لمبة 1-cap
2025-11-13_16-23-43 | Holding 15s…
2025-11-13_16-23-58 | Camera error لمبة 1
2025-11-13_16-23-58 | → Fly to لمبة 1-back: N=155.0, E=207.0, D=-35.0, yaw=53.2
2025-11-13_16-23-58 | Reached لمبة 1-back
2025-11-13_16-23-58 | Target لمبة 2: rel N=105.9, E=19.7
2025-11-13_16-23-58 | → Fly to لمبة 2-cruise: N=105.9, E=19.7, D=-35.0, yaw=255.3
2025-11-13_16-25-24 | Reached لمبة 2-cruise
2025-11-13_16-25-24 | → Fly to لمبة 2-cap: N=105.9, E=19.7, D=-15.0, yaw=255.3
2025-11-13_16-25-24 | Reached لمبة 2-cap
2025-11-13_16-25-24 | Holding 15s…
2025-11-13_16-25-39 | Camera error لمبة 2
2025-11-13_16-25-39 | → Fly to لمبة 2-back: N=105.9, E=19.7, D=-35.0, yaw=255.3
2025-11-13_16-25-39 | Reached لمبة 2-back
2025-11-13_16-25-39 | Target لمبة 3: rel N=104.5, E=5.3
2025-11-13_16-25-39 | → Fly to لمبة 3-cruise: N=104.5, E=5.3, D=-35.0, yaw=264.5
2025-11-13_16-29-39 | ⚠️ TIMEOUT لمبة 3-cruise
2025-11-13_16-29-39 | → Fly to لمبة 3-cap: N=104.5, E=5.3, D=-15.0, yaw=264.5
2025-11-13_16-33-39 | ⚠️ TIMEOUT لمبة 3-cap
2025-11-13_16-33-39 | Holding 15s…
2025-11-13_16-33-54 | Camera error لمبة 3
2025-11-13_16-33-54 | → Fly to لمبة 3-back: N=104.5, E=5.3, D=-35.0, yaw=264.5
2025-11-13_16-37-54 | ⚠️ TIMEOUT لمبة 3-back
2025-11-13_16-37-54 | Target لمبة 4: rel N=122.4, E=18.8
2025-11-13_16-37-54 | → Fly to لمبة 4-cruise: N=122.4, E=18.8, D=-35.0, yaw=36.9
